iter	MultiClass
134	1.456976914
135	1.455954599
136	1.454883955
137	1.453637942
138	1.452892557
139	1.452067771
140	1.450902304
141	1.450008493
142	1.44889971
143	1.447940961
144	1.446864819
145	1.445864921
146	1.445069762
147	1.444120048
148	1.442665148
149	1.440876592
150	1.439699463
151	1.438629492
152	1.437841093
153	1.436845743
154	1.435900167
155	1.434552004
156	1.433262951
157	1.432106269
158	1.431442939
159	1.430388844
160	1.429540966
161	1.428614027
162	1.427672191
163	1.426744287
164	1.425349885
165	1.423945009
166	1.422815096
167	1.421986991
168	1.420936967
169	1.419824574
170	1.418599898
171	1.417463843
172	1.416393294
173	1.415407697
174	1.414585007
175	1.413715259
176	1.412272338
177	1.411345771
178	1.410109086
179	1.40903706
180	1.408169436
181	1.407081088
182	1.405731668
183	1.404765095
184	1.403880891
185	1.402991839
186	1.401991891
187	1.401115875
188	1.400029881
189	1.398583431
190	1.397625293
191	1.3967859
192	1.395656759
193	1.394618302
194	1.393794865
195	1.392782743
196	1.391604853
197	1.390828251
198	1.389935596
199	1.388751984
200	1.387917497
201	1.387004873
202	1.38618846
203	1.38515366
204	1.384297006
205	1.382912047
206	1.381625808
207	1.380924444
208	1.3801599
209	1.379088178
210	1.377728799
211	1.376984591
212	1.376156437
213	1.375161265
214	1.374171123
215	1.373259615
216	1.37252674
217	1.37183054
218	1.371000051
219	1.369637089
220	1.368529067
221	1.367743058
222	1.366790904
223	1.365908221
224	1.364800194
225	1.363797405
226	1.362226138
227	1.36131537
228	1.360445647
229	1.359598257
230	1.358684923
231	1.357591237
232	1.356594981
233	1.355681231
234	1.354664546
235	1.353656436
236	1.352756544
237	1.351835108
238	1.351098543
239	1.350252759
240	1.349663842
241	1.348490451
242	1.347570243
243	1.346492819
244	1.345380607
245	1.344609928
246	1.343849053
247	1.343018598
248	1.341953619
249	1.3410608
250	1.340134524
251	1.339334666
252	1.338538676
253	1.337818916
254	1.336914377
255	1.336036509
256	1.334656429
257	1.333730858
258	1.332896779
259	1.331952495
260	1.330961196
261	1.330279828
262	1.329089168
263	1.328223105
264	1.327465825
265	1.326708521
266	1.325473748
267	1.324786854
268	1.324073387
269	1.323383352
270	1.322133684
271	1.321149505
272	1.320251504
273	1.319210216
274	1.318251425
275	1.317317583
276	1.316578449
277	1.315819909
278	1.315055485
279	1.313981753
280	1.312730956
281	1.31171707
282	1.311077808
283	1.310161878
284	1.309532854
285	1.308730571
286	1.307888436
287	1.306964638
288	1.306198067
289	1.305540751
290	1.304827358
291	1.303926267
292	1.302785354
293	1.301915102
294	1.301110006
295	1.300121232
296	1.299349163
297	1.298110814
298	1.297042718
299	1.295797447
300	1.294859064
301	1.293899308
302	1.292954899
303	1.292126674
304	1.291313752
305	1.29053162
306	1.28975848
307	1.288809501
308	1.288056962
309	1.287250523
310	1.286334475
311	1.285015855
312	1.283796351
313	1.282960107
314	1.282207156
315	1.280922572
316	1.280186266
317	1.279353003
318	1.278342864
319	1.277620454
320	1.276784915
321	1.27580455
322	1.274933456
323	1.274013098
324	1.272937417
325	1.271834093
326	1.270623611
327	1.269603855
328	1.268751932
329	1.267678643
330	1.266665326
331	1.265696737
332	1.264776222
333	1.264098569
334	1.263226685
335	1.26213719
336	1.261322405
337	1.260345159
338	1.259505777
339	1.258534086
340	1.257412183
341	1.256711359
342	1.25556176
343	1.254937537
344	1.25393232
345	1.253035536
346	1.252251094
347	1.25125947
348	1.250362718
349	1.249242561
350	1.248075161
351	1.247274724
352	1.246601534
353	1.245988908
354	1.245251116
355	1.244268408
356	1.243529326
357	1.242391668
358	1.241490331
359	1.240317185
360	1.239697855
361	1.239027987
362	1.238175245
363	1.237355535
364	1.236593122
365	1.235718347
366	1.234948382
367	1.233905331
368	1.233218686
369	1.232220979
370	1.231592446
371	1.230810111
372	1.229769371
373	1.228866682
374	1.228119685
375	1.227334717
376	1.226656736
377	1.225738297
378	1.224904138
379	1.224073291
380	1.223242233
381	1.222561041
382	1.221596087
383	1.220551049
384	1.219888429
385	1.21883958
386	1.218187723
387	1.217400424
388	1.216493684
389	1.215830844
390	1.214873867
391	1.214211017
392	1.213275975
393	1.212404412
394	1.211486261
395	1.210669382
396	1.2097748
397	1.20887358
398	1.20809531
399	1.207423508
400	1.206783423
401	1.206078105
402	1.205176346
403	1.20461871
404	1.203715854
405	1.202670166
406	1.201948826
407	1.201157254
408	1.200442451
409	1.199669148
410	1.198795054
411	1.197678172
412	1.196593792
413	1.195693349
414	1.194385176
415	1.19359167
416	1.192887821
417	1.19223169
418	1.191463453
419	1.190779557
420	1.19006496
421	1.189246676
422	1.188482071
423	1.187664624
424	1.186806874
425	1.186078338
426	1.18539291
427	1.184157886
428	1.183628819
429	1.182840309
430	1.182083955
431	1.181404549
432	1.180696576
433	1.180115087
434	1.179466953
435	1.178610448
436	1.177839677
437	1.177017946
438	1.176323988
439	1.175403049
440	1.17463204
441	1.173861733
442	1.173203979
443	1.172447777
444	1.171672027
445	1.170872886
446	1.170176373
447	1.169478389
448	1.168431065
449	1.167616314
450	1.166725666
451	1.165801427
452	1.164970351
453	1.164293694
454	1.163583192
455	1.162680469
456	1.161928369
457	1.160504147
458	1.15978203
459	1.158833078
460	1.158095382
461	1.157412203
462	1.156498403
463	1.155646691
464	1.154783034
465	1.154016055
466	1.153275287
467	1.152193207
468	1.151248961
469	1.150666856
470	1.149943291
471	1.14930504
472	1.148326084
473	1.147580371
474	1.14668773
475	1.146019941
476	1.145305689
477	1.144587634
478	1.143675507
479	1.14292238
480	1.142172878
481	1.141416483
482	1.140856407
483	1.140071111
484	1.13934555
485	1.138578369
486	1.137756005
487	1.137088964
488	1.136222193
489	1.135430475
490	1.13464996
491	1.133969071
492	1.133215396
493	1.132387404
494	1.131594141
495	1.130861872
496	1.130023487
497	1.129307401
498	1.128589071
499	1.127999379
500	1.127127245
501	1.126308271
502	1.125686225
503	1.125007597
504	1.124523767
505	1.12389772
506	1.123167267
507	1.122415113
508	1.121756116
509	1.121062036
510	1.120408498
511	1.119601648
512	1.119036934
513	1.118248359
514	1.117170729
515	1.1166843
516	1.11600945
517	1.115372244
518	1.114663338
519	1.113819867
520	1.113231861
521	1.112351123
522	1.111433344
523	1.110796487
524	1.109983068
525	1.109112004
526	1.108493633
527	1.107843939
528	1.106949535
529	1.106249744
530	1.105410279
531	1.104778991
532	1.103917025
533	1.103187661
534	1.102211083
535	1.101286643
536	1.100521915
537	1.099737969
538	1.099043474
539	1.098244483
540	1.097734857
541	1.096993889
542	1.095966311
543	1.095215738
544	1.094225771
545	1.093594086
546	1.092864308
547	1.092208878
548	1.091337633
549	1.090685975
550	1.089899544
551	1.089158548
552	1.088303317
553	1.087652759
554	1.086842087
555	1.086220647
556	1.085519399
557	1.084813732
558	1.084177059
559	1.083595363
560	1.082594695
561	1.081984865
562	1.080831295
563	1.080127525
564	1.07924669
565	1.078750195
566	1.077980253
567	1.077229788
568	1.076566969
569	1.07546169
570	1.074745935
571	1.074062319
572	1.073440956
573	1.072676385
574	1.071856273
575	1.071130512
576	1.07055792
577	1.069937912
578	1.069181966
579	1.068565722
580	1.067888625
581	1.067138183
582	1.066478547
583	1.065813302
584	1.064927609
585	1.064330383
586	1.063749756
587	1.063042788
588	1.062427502
589	1.061823793
590	1.060936187
591	1.060250137
592	1.059588113
593	1.058838527
594	1.058156243
595	1.057413099
596	1.056772922
597	1.056089429
598	1.055200009
599	1.054419302
600	1.053674658
601	1.05298362
602	1.052152464
603	1.05140686
604	1.05056822
605	1.049871048
606	1.049307465
607	1.048724124
608	1.048066683
609	1.047523881
610	1.046981756
611	1.046160074
612	1.045375542
613	1.044768561
614	1.044056934
615	1.04344264
616	1.042682847
617	1.042024839
618	1.04133964
619	1.040848043
620	1.040167709
621	1.039447581
622	1.038948915
623	1.038111361
624	1.03717446
625	1.036494908
626	1.035990251
627	1.035331372
628	1.034576748
629	1.033853974
630	1.033228181
631	1.032604974
632	1.031860334
633	1.031334812
634	1.030702235
635	1.030102835
636	1.029539117
637	1.029008083
638	1.028412295
639	1.027850771
640	1.027158278
641	1.026537048
642	1.025894684
643	1.025384024
644	1.024792022
645	1.024275686
646	1.023616582
647	1.022963814
648	1.022256876
649	1.021525383
650	1.02093716
651	1.020249334
652	1.019485836
653	1.018826785
654	1.01819832
655	1.017489097
656	1.016775683
657	1.01602175
658	1.015290485
659	1.014675969
660	1.014099708
661	1.013356958
662	1.012752124
663	1.01208799
664	1.01126372
665	1.010786104
666	1.009950674
667	1.008510943
668	1.008004908
669	1.007440407
670	1.006568572
671	1.005900698
672	1.005313026
673	1.00473274
674	1.00394178
675	1.003471835
676	1.002914559
677	1.002350242
678	1.001714135
679	1.001121854
680	1.000517998
681	1.000015081
682	0.9995212126
683	0.9986467031
684	0.9980126988
685	0.9973203074
686	0.996672086
687	0.9958814244
688	0.9951457117
689	0.9946467796
690	0.9940020026
691	0.9934819178
692	0.992974037
693	0.9923544637
694	0.9916844623
695	0.9909124453
696	0.9903865525
697	0.9897791043
698	0.9892467311
699	0.9883763385
700	0.9877800789
701	0.987138623
702	0.9865181068
703	0.9859279146
704	0.985115478
705	0.9844396407
706	0.9837668453
707	0.9831841015
708	0.9826001275
709	0.9820905943
710	0.9815586942
711	0.9808683603
712	0.9802204336
713	0.9796752058
714	0.9790744758
715	0.978493616
716	0.9778354086
717	0.9773046103
718	0.9767869901
719	0.9761176193
720	0.9752788777
721	0.9744769072
722	0.9738685267
723	0.9731135418
724	0.9724708184
725	0.9715961158
726	0.9710592519
727	0.970525183
728	0.9699152977
729	0.9694100713
730	0.9687453214
731	0.968211097
732	0.9676564228
733	0.9668677976
734	0.9662512229
735	0.965514499
736	0.9649803324
737	0.9643697747
738	0.9636624403
739	0.9629102506
740	0.9619815549
741	0.9614039294
742	0.960773059
743	0.9602340585
744	0.9596048447
745	0.95899166
746	0.9582877185
747	0.957776572
748	0.957125629
749	0.9565475017
750	0.9560296091
751	0.9552862135
752	0.9545296832
753	0.9539754788
754	0.9535116646
755	0.9529696577
756	0.9523515349
757	0.9517788053
758	0.9513210427
759	0.9505808043
760	0.9498874582
761	0.9493928892
762	0.9488813937
763	0.9483105666
764	0.9477944336
765	0.9470551461
766	0.946462529
767	0.9457603504
768	0.9452845251
769	0.9447064991
770	0.9438737838
771	0.9430846732
772	0.9425936633
773	0.9420761894
774	0.9413170835
775	0.940826697
776	0.9402288229
777	0.9396238232
778	0.9389966241
779	0.9383706436
780	0.9379196667
781	0.9373517057
782	0.9367695327
783	0.9361032721
784	0.93526905
785	0.9346813938
786	0.9340185267
787	0.9335063773
788	0.9329567425
789	0.932418474
790	0.931709915
791	0.931119789
792	0.9305008133
793	0.9297857506
794	0.9292385209
795	0.9286503736
796	0.9280226571
797	0.9273195183
798	0.9267481983
799	0.9260940475
800	0.9253542194
801	0.9247553273
802	0.9241685076
803	0.9235356245
804	0.9228618416
805	0.9221866561
806	0.92154533
807	0.9210326507
808	0.9204620397
809	0.919893769
810	0.9192804144
811	0.918654894
812	0.9180615336
813	0.9174924078
814	0.9168999038
815	0.9163195178
816	0.9157789011
817	0.9149895255
818	0.9143629711
819	0.913809614
820	0.9132636813
821	0.9125638633
822	0.9117840458
823	0.9112920336
824	0.9108087394
825	0.9103517553
826	0.9097564184
827	0.9091337518
828	0.9085429223
829	0.9080417175
830	0.9075433847
831	0.9069491846
832	0.9062113802
833	0.9056907068
834	0.9050428185
835	0.9046948571
836	0.9042406792
837	0.9036335275
838	0.9028857171
839	0.9022534729
840	0.9017354363
841	0.9011287311
842	0.9006912288
843	0.8999616007
844	0.8992934439
845	0.8987063803
846	0.8980114926
847	0.8974208177
848	0.8969742311
849	0.8963585918
850	0.8957474212
851	0.8952784661
852	0.8947506831
853	0.894101309
854	0.8934518559
855	0.8929386416
856	0.8924723714
857	0.8919472006
858	0.89133241
859	0.8906412473
860	0.8900480796
861	0.8892684375
862	0.888674412
863	0.8881474773
864	0.8876553876
865	0.8871532505
866	0.8866934248
867	0.8862842074
868	0.8857365203
869	0.8852050589
870	0.8846620666
871	0.8841564152
872	0.8836669655
873	0.8831299847
874	0.8825553189
875	0.8819863493
876	0.8814164899
877	0.8808498232
878	0.8803441638
879	0.8797140701
880	0.8790513698
881	0.8785527332
882	0.8780724348
883	0.8774233639
884	0.8770022783
885	0.8765325794
886	0.8760320253
887	0.8754761962
888	0.8748854915
889	0.8743274383
890	0.8738367348
891	0.8732589413
892	0.8727472064
893	0.8722400223
894	0.8717990101
895	0.8713028166
896	0.8705849934
897	0.8701070196
898	0.8694493724
899	0.8688266278
900	0.8683502636
901	0.8678736852
902	0.8674122825
903	0.8668446363
904	0.8663706082
905	0.8657709954
906	0.8652261934
907	0.8647978798
908	0.8642405043
909	0.8636778111
910	0.8632053285
911	0.8625529992
912	0.8620959901
913	0.8614414673
914	0.860832555
915	0.8602597328
916	0.8598319451
917	0.8591411194
918	0.85855159
919	0.8580988746
920	0.8575158843
921	0.8568066394
922	0.8560510834
923	0.8554951979
924	0.8550302539
925	0.8544194353
926	0.8537037779
927	0.8531352422
928	0.8525201913
929	0.8518099796
930	0.8511563743
931	0.8505374154
932	0.8499558073
933	0.8494184554
934	0.84896744
935	0.8483534298
936	0.8477171814
937	0.8473309062
938	0.8468248335
939	0.8463311178
940	0.8458710082
941	0.8452409441
942	0.8447702511
943	0.8443347125
944	0.8436833154
945	0.8431617311
946	0.8425950066
947	0.8420857399
948	0.8416476879
949	0.8409864047
950	0.8402792379
951	0.8396856884
952	0.8390871609
953	0.8386007107
954	0.8379325932
955	0.8375188807
956	0.8371776024
957	0.836587048
958	0.8361174406
959	0.8353265054
960	0.8348328985
961	0.8342497387
962	0.8336321758
963	0.8331472174
964	0.8326237705
965	0.8321077662
966	0.8316584799
967	0.8311271001
968	0.8305002732
969	0.829857349
970	0.8291230574
971	0.8285918268
972	0.8281042039
973	0.8275678325
974	0.8268961546
975	0.826427476
976	0.8259010008
977	0.8254534717
978	0.8248625157
979	0.8243294775
980	0.8237808978
981	0.8231526347
982	0.8226524687
983	0.8221813361
984	0.8215647717
985	0.8211391284
986	0.8205855391
987	0.8200181779
988	0.819405612
989	0.8188427832
990	0.8183231906
991	0.8177043912
992	0.8171399555
993	0.8166186512
994	0.8160377464
995	0.8153776647
996	0.8148589672
997	0.8143302422
998	0.8137603064
999	0.8131864922
1000	0.8126291873
1001	0.8122041615
1002	0.8117078503
1003	0.8111958295
1004	0.8106743389
1005	0.8101163171
1006	0.8096331124
1007	0.8091595102
1008	0.8086609327
1009	0.8081622201
1010	0.8076806871
1011	0.8071515604
1012	0.8066930354
1013	0.8062949649
1014	0.805614997
1015	0.8050751394
1016	0.8044585695
1017	0.8039251529
1018	0.8034207733
1019	0.8028060454
1020	0.802232638
1021	0.801725021
1022	0.8011797231
1023	0.800712815
1024	0.8000979643
1025	0.7996577382
1026	0.7991286796
1027	0.7986677236
1028	0.7980088319
1029	0.7974809423
1030	0.7968919186
1031	0.796519573
1032	0.7960188096
1033	0.7955293068
1034	0.7949399794
1035	0.7945312686
1036	0.7941269756
1037	0.793647675
1038	0.7930782749
1039	0.7924541346
1040	0.7919689114
1041	0.791572341
1042	0.7910685835
1043	0.7905244269
1044	0.7900890341
1045	0.7895529167
1046	0.7888884415
1047	0.788280314
1048	0.7878432499
1049	0.7873285489
1050	0.7868279681
1051	0.7863546667
1052	0.7858335182
1053	0.7852594416
1054	0.7848141424
1055	0.7842431222
1056	0.7835552608
1057	0.7831597296
1058	0.7824223244
1059	0.7817888357
1060	0.781195473
1061	0.7806601865
1062	0.7801826569
1063	0.7798292396
1064	0.7793142
1065	0.7787942267
1066	0.7782094131
1067	0.7777704246
1068	0.7770555322
1069	0.776608855
1070	0.7760557191
1071	0.7754845941
1072	0.7750210776
1073	0.77450086
1074	0.7740920647
1075	0.7735705394
1076	0.7731692747
1077	0.7726930753
1078	0.7722441884
1079	0.7716820109
1080	0.7712274173
1081	0.770659902
1082	0.7701444069
1083	0.7696920718
1084	0.7692388592
1085	0.7687655181
1086	0.7682544481
1087	0.7676937604
1088	0.7671170284
1089	0.7664954478
1090	0.7661122824
1091	0.7656596455
1092	0.7650637634
1093	0.7646479796
1094	0.7642230379
1095	0.7636303199
1096	0.7632212317
1097	0.7625894074
1098	0.7621103251
1099	0.7615922771
1100	0.7611364853
1101	0.7606912335
1102	0.7601035059
1103	0.7595025641
1104	0.759013979
1105	0.7584165373
1106	0.7578500381
1107	0.7574590663
1108	0.7568975868
1109	0.7564850421
1110	0.7560256682
1111	0.7555309959
1112	0.7550603601
1113	0.7544523166
1114	0.7539232272
1115	0.7533327393
1116	0.7526471929
1117	0.7519455104
1118	0.7512199623
1119	0.7508005097
1120	0.7501402244
1121	0.7495627721
1122	0.7490395397
1123	0.7483869038
1124	0.7478561748
1125	0.747461674
1126	0.7471139086
1127	0.7463532098
1128	0.7455482977
1129	0.7451139314
1130	0.7446420596
1131	0.7441695851
1132	0.743566301
1133	0.7429242263
1134	0.7423496008
1135	0.7417682559
1136	0.7413041861
1137	0.7408502278
1138	0.7403549256
1139	0.7396410084
1140	0.7391524331
1141	0.7385433473
1142	0.7379537381
1143	0.7374844863
1144	0.7368029219
1145	0.7363491617
1146	0.7358772759
1147	0.7354481936
1148	0.734984438
1149	0.734570092
1150	0.7341498637
1151	0.7334950898
1152	0.7330858482
1153	0.7325496434
1154	0.7321147184
1155	0.7316053968
1156	0.7311748333
1157	0.7305353283
1158	0.7300516107
1159	0.7294600362
1160	0.7290675772
1161	0.7286405559
1162	0.7282969486
1163	0.7279599721
1164	0.7274743333
1165	0.7269637502
1166	0.7263771214
1167	0.7258361042
1168	0.7252127095
1169	0.724624783
1170	0.7241464002
1171	0.723630545
1172	0.7231873038
1173	0.7225192338
1174	0.7219672201
1175	0.7215701107
1176	0.7210097431
1177	0.7205330984
1178	0.720203428
1179	0.7195883214
1180	0.7191091683
1181	0.7185954625
1182	0.7179746972
1183	0.7174694651
1184	0.7168604396
1185	0.7164324108
1186	0.7160169075
1187	0.7155426915
1188	0.7150775282
1189	0.7147148062
1190	0.7141587367
1191	0.7137576699
1192	0.7133448435
1193	0.7128819716
1194	0.7123577689
1195	0.7119585025
1196	0.7115999895
1197	0.7111848927
1198	0.7106228652
1199	0.7098999377
1200	0.7093566361
1201	0.70893348
1202	0.7083820767
1203	0.7079666711
1204	0.7074872644
1205	0.706843324
1206	0.7063722219
1207	0.7059123206
1208	0.7054784685
1209	0.7050612659
1210	0.7046144409
1211	0.7038211786
1212	0.703287784
1213	0.7028067523
1214	0.7024110559
1215	0.7017962116
1216	0.7011358125
1217	0.7007386005
1218	0.7002540561
1219	0.6995362614
1220	0.699083249
1221	0.6985430995
1222	0.697886442
1223	0.6974686371
1224	0.697034482
1225	0.6966395291
1226	0.6962106407
1227	0.6958939563
1228	0.6953838443
1229	0.6949638295
1230	0.6945236504
1231	0.6940258355
1232	0.6934574494
1233	0.6928740698
1234	0.6923672102
1235	0.6918656335
1236	0.6913086238
1237	0.690753126
1238	0.6902917668
1239	0.6896227346
1240	0.689088787
1241	0.6885226809
1242	0.6879536763
1243	0.6873388166
1244	0.6867988303
1245	0.6863208002
1246	0.685753219
1247	0.685371637
1248	0.6849179271
1249	0.6845241485
1250	0.6840928194
1251	0.6837065146
1252	0.6832902465
1253	0.6829189384
1254	0.6826048524
1255	0.6821336472
1256	0.6815189699
1257	0.6810779657
1258	0.68070477
1259	0.6801738357
1260	0.6795692223
1261	0.679036083
1262	0.6785315994
1263	0.6781105381
1264	0.6776012679
1265	0.6771023439
1266	0.6766548878
1267	0.6759642985
1268	0.6755573319
1269	0.6751095654
1270	0.674787171
1271	0.6743775423
1272	0.6740314545
1273	0.6735485187
1274	0.6730927866
1275	0.6725359139
1276	0.6720452476
1277	0.6716217493
1278	0.671177929
1279	0.670680678
1280	0.6701362756
1281	0.6696318393
1282	0.6692108722
1283	0.668842821
1284	0.6685189354
1285	0.6681235811
1286	0.6677225401
1287	0.6672602452
1288	0.6667933984
1289	0.6663015683
1290	0.6658939243
1291	0.6654855443
1292	0.6651557292
1293	0.6646419502
1294	0.6642257911
1295	0.6637875617
1296	0.6633321953
1297	0.662801003
1298	0.6623034794
1299	0.6618084284
1300	0.6611912456
1301	0.6607554691
1302	0.6602354652
1303	0.6598008335
1304	0.6593886079
1305	0.6589386832
1306	0.6584797632
1307	0.6580936946
1308	0.6576179779
1309	0.6570903464
1310	0.6566551999
1311	0.6562329947
1312	0.6558884801
1313	0.6553975725
1314	0.6547068233
1315	0.6542831101
1316	0.653519866
1317	0.6529355996
1318	0.6524527116
1319	0.6520016522
1320	0.6514769429
1321	0.6510652347
1322	0.6506464395
1323	0.6501577587
1324	0.6497536096
1325	0.6492863886
1326	0.6487030259
1327	0.648278976
1328	0.6478259517
1329	0.6474159781
1330	0.6470073166
1331	0.6463832635
1332	0.6457864887
1333	0.6453475553
1334	0.6448608827
1335	0.644483778
1336	0.6440380524
1337	0.6435830401
1338	0.6429430588
1339	0.6426132025
1340	0.642229343
1341	0.6417262483
1342	0.6413059034
1343	0.6409423399
1344	0.6405965425
1345	0.6401924818
1346	0.6398254287
1347	0.639420208
1348	0.638994635
1349	0.638591583
1350	0.6382607166
1351	0.6378439643
1352	0.6374679767
1353	0.6371302593
1354	0.6367055414
1355	0.6364313946
1356	0.6359764999
1357	0.6354742381
1358	0.6350947439
1359	0.6343673983
1360	0.633971296
1361	0.6335159444
1362	0.6330088943
1363	0.6326834955
1364	0.6323472143
1365	0.6318506142
1366	0.6313821462
1367	0.6309703946
1368	0.6304701284
1369	0.6299861321
1370	0.6296145196
1371	0.6292258625
1372	0.6287213243
1373	0.6283876971
1374	0.6280167775
1375	0.6276780489
1376	0.6271687326
1377	0.6268393831
1378	0.6264093762
1379	0.6257862289
1380	0.6253958726
1381	0.624964084
1382	0.624643982
1383	0.6243024817
1384	0.6237680331
1385	0.6231980155
1386	0.6227134619
1387	0.6220984593
1388	0.621527504
1389	0.6211309336
1390	0.6207495042
1391	0.620056678
1392	0.6194978497
1393	0.6191871859
1394	0.6186520517
1395	0.6182898163
1396	0.6178949547
1397	0.6174835065
1398	0.6170879133
1399	0.6166455025
1400	0.615956251
1401	0.6156296245
1402	0.6151690507
1403	0.6147226231
1404	0.6144297135
1405	0.6141430855
1406	0.6137577284
1407	0.6133151166
1408	0.6129170809
1409	0.6125454464
1410	0.6121815386
1411	0.6118159451
1412	0.6114203453
1413	0.611095257
1414	0.6106900467
1415	0.6102527168
1416	0.6097710726
1417	0.6093136614
1418	0.6089168591
1419	0.6085841089
1420	0.6082463911
1421	0.6078679832
1422	0.6073068267
1423	0.6069022189
1424	0.6063588517
1425	0.6059363926
1426	0.6056060384
1427	0.6050981248
1428	0.6047376241
1429	0.6042746665
1430	0.6039641439
1431	0.6036448794
1432	0.6033498496
1433	0.6030477036
1434	0.6027254395
1435	0.6021872732
1436	0.6016328239
1437	0.6012234851
1438	0.6006326448
1439	0.6000228478
1440	0.5996493622
1441	0.5993341719
1442	0.5990232098
1443	0.5985272025
1444	0.5978324327
1445	0.597533689
1446	0.5969101944
1447	0.5964503038
1448	0.5960181546
1449	0.5956875944
1450	0.5953896249
1451	0.5951125766
1452	0.5947806331
1453	0.5944346112
1454	0.5939791686
1455	0.59358356
1456	0.5931583867
1457	0.592678697
1458	0.5923930481
1459	0.5920015862
1460	0.5917125077
1461	0.5914184638
1462	0.5906788838
1463	0.5903247479
1464	0.5900171831
1465	0.5896107421
1466	0.5892290709
1467	0.5888916273
1468	0.5885406903
1469	0.5881420085
1470	0.5877341438
1471	0.5873915831
1472	0.5869518122
1473	0.5866036944
1474	0.586244552
1475	0.585930682
1476	0.5854084372
1477	0.5850773725
1478	0.5847229544
1479	0.5843773042
1480	0.583953629
1481	0.5835206544
1482	0.5830865948
1483	0.5827976442
1484	0.5824461851
1485	0.5820611776
1486	0.5817152045
1487	0.5812827765
1488	0.580913787
1489	0.5805502537
1490	0.5802299309
1491	0.5799415098
1492	0.5796737744
1493	0.579138084
1494	0.5787881277
1495	0.5784106325
1496	0.5780570961
1497	0.5777267274
1498	0.5773402055
1499	0.5769927384
1500	0.5766318948
1501	0.5763074049
1502	0.5759425024
1503	0.5756354354
1504	0.5751951024
1505	0.5747522606
1506	0.574375294
1507	0.5739922923
1508	0.57364091
1509	0.5733353163
1510	0.5730893067
1511	0.5728168297
1512	0.5725082863
1513	0.5721958362
1514	0.5718253109
1515	0.5714330618
1516	0.5710717218
1517	0.5707778789
1518	0.5705306507
1519	0.5702249724
1520	0.5699213819
1521	0.5695177686
1522	0.5690559917
1523	0.5687268874
1524	0.5683188206
1525	0.5678715419
1526	0.5673299193
1527	0.5669947963
1528	0.5665662431
1529	0.5661133156
1530	0.5657193294
1531	0.5652905404
1532	0.5649528037
1533	0.5645967266
1534	0.5643309639
1535	0.5639403791
1536	0.5636410597
1537	0.5633737519
1538	0.562955819
1539	0.5626528187
1540	0.5618727185
1541	0.5615196944
1542	0.5611849607
1543	0.5609242915
1544	0.5606311626
1545	0.5602492605
1546	0.559880874
1547	0.5594655234
1548	0.559157377
1549	0.5586530328
1550	0.5583029912
1551	0.5579818406
1552	0.5576056464
1553	0.5572440445
1554	0.5569449712
1555	0.5564155087
1556	0.5559938801
1557	0.5557062747
1558	0.5553114164
1559	0.5549201541
1560	0.5545992501
1561	0.5542391011
1562	0.5539147656
1563	0.5533413834
1564	0.5528993161
1565	0.552518418
1566	0.5521307863
1567	0.5518300985
1568	0.5515096643
1569	0.5512483661
1570	0.550882335
1571	0.5505099393
1572	0.5502256693
1573	0.5499543075
1574	0.5496410452
1575	0.5493068519
