iter	Passed	Remaining
1665	95086	76137
1666	95142	76079
1667	95201	76023
1668	95259	75967
1669	95325	75918
1670	95383	75861
1671	95440	75804
1672	95502	75750
1673	95563	75696
1674	95620	75640
1675	95677	75582
1676	95734	75525
1677	95793	75469
1678	95849	75412
1679	95908	75356
1680	95963	75298
1681	96020	75240
1682	96079	75184
1683	96135	75127
1684	96195	75072
1685	96252	75015
1686	96309	74958
1687	96365	74899
1688	96420	74841
1689	96476	74783
1690	96532	74725
1691	96588	74667
1692	96643	74608
1693	96698	74550
1694	96755	74492
1695	96810	74434
1696	96866	74376
1697	96922	74318
1698	96977	74260
1699	97032	74201
1700	97086	74141
1701	97141	74083
1702	97197	74024
1703	97252	73966
1704	97310	73910
1705	97365	73851
1706	97420	73793
1707	97475	73734
1708	97530	73676
1709	97586	73617
1710	97643	73560
1711	97707	73508
1712	97764	73451
1713	97820	73394
1714	97879	73338
1715	97937	73281
1716	97991	73222
1717	98046	73164
1718	98105	73108
1719	98168	73055
1720	98223	72996
1721	98277	72937
1722	98334	72880
1723	98416	72842
1724	98507	72810
1725	98598	72777
1726	98681	72739
1727	98753	72693
1728	98810	72636
1729	98866	72578
1730	98920	72519
1731	98975	72459
1732	99030	72401
1733	99087	72344
1734	99143	72286
1735	99199	72228
1736	99255	72170
1737	99311	72111
1738	99366	72053
1739	99421	71995
1740	99477	71936
1741	99532	71878
1742	99589	71820
1743	99647	71764
1744	99703	71706
1745	99760	71649
1746	99817	71591
1747	99875	71535
1748	99930	71476
1749	99986	71418
1750	100041	71360
1751	100096	71301
1752	100152	71243
1753	100212	71188
1754	100270	71131
1755	100330	71076
1756	100388	71020
1757	100449	70966
1758	100505	70908
1759	100560	70849
1760	100618	70792
1761	100675	70735
1762	100746	70688
1763	100803	70631
1764	100863	70575
1765	100920	70518
1766	100978	70462
1767	101037	70405
1768	101097	70350
1769	101155	70294
1770	101213	70238
1771	101273	70182
1772	101329	70124
1773	101387	70068
1774	101445	70011
1775	101505	69956
1776	101562	69898
1777	101619	69842
1778	101676	69784
1779	101733	69727
1780	101790	69670
1781	101848	69613
1782	101906	69557
1783	101964	69500
1784	102027	69447
1785	102085	69390
1786	102142	69333
1787	102201	69277
1788	102257	69219
1789	102316	69163
1790	102372	69105
1791	102431	69049
1792	102487	68991
1793	102544	68934
1794	102601	68877
1795	102657	68819
1796	102714	68761
1797	102771	68704
1798	102829	68648
1799	102884	68589
1800	102941	68532
1801	102997	68474
1802	103053	68416
1803	103109	68358
1804	103166	68301
1805	103222	68243
1806	103280	68186
1807	103339	68130
1808	103396	68073
1809	103453	68016
1810	103510	67958
1811	103566	67901
1812	103623	67843
1813	103680	67786
1814	103737	67729
1815	103794	67672
1816	103852	67615
1817	103912	67559
1818	103968	67502
1819	104024	67444
1820	104080	67386
1821	104139	67330
1822	104195	67272
1823	104253	67215
1824	104310	67159
1825	104370	67103
1826	104427	67046
1827	104486	66990
1828	104541	66932
1829	104599	66875
1830	104657	66818
1831	104714	66761
1832	104770	66703
1833	104827	66645
1834	104884	66588
1835	104940	66530
1836	104996	66472
1837	105051	66414
1838	105109	66357
1839	105165	66300
1840	105223	66243
1841	105281	66186
1842	105338	66129
1843	105393	66071
1844	105454	66015
1845	105509	65957
1846	105566	65900
1847	105625	65844
1848	105682	65787
1849	105740	65730
1850	105798	65674
1851	105855	65616
1852	105912	65559
1853	105969	65502
1854	106026	65445
1855	106088	65390
1856	106148	65335
1857	106207	65279
1858	106265	65222
1859	106323	65166
1860	106379	65108
1861	106435	65050
1862	106491	64992
1863	106546	64934
1864	106602	64875
1865	106659	64818
1866	106715	64760
1867	106772	64703
1868	106830	64646
1869	106889	64590
1870	106945	64533
1871	107025	64489
1872	107080	64431
1873	107136	64373
1874	107191	64314
1875	107247	64257
1876	107304	64199
1877	107361	64142
1878	107417	64084
1879	107473	64026
1880	107554	63983
1881	107611	63926
1882	107670	63870
1883	107728	63813
1884	107791	63760
1885	107845	63700
1886	107899	63642
1887	107956	63584
1888	108012	63526
1889	108067	63468
1890	108123	63410
1891	108178	63351
1892	108232	63293
1893	108289	63235
1894	108346	63178
1895	108403	63121
1896	108459	63063
1897	108516	63005
1898	108572	62948
1899	108628	62890
1900	108683	62831
1901	108741	62775
1902	108797	62717
1903	108853	62659
1904	108908	62600
1905	108962	62542
1906	109018	62484
1907	109075	62427
1908	109136	62371
1909	109191	62313
1910	109246	62254
1911	109301	62196
1912	109360	62140
1913	109416	62082
1914	109471	62024
1915	109527	61966
1916	109586	61910
1917	109644	61853
1918	109701	61796
1919	109759	61739
1920	109815	61681
1921	109870	61623
1922	109925	61565
1923	109985	61509
1924	110039	61450
1925	110098	61394
1926	110155	61337
1927	110211	61279
1928	110267	61221
1929	110324	61164
1930	110380	61106
1931	110435	61048
1932	110492	60990
1933	110549	60933
1934	110606	60876
1935	110661	60818
1936	110718	60760
1937	110776	60704
1938	110833	60646
1939	110890	60589
1940	110946	60532
1941	111002	60474
1942	111059	60416
1943	111116	60359
1944	111173	60302
1945	111228	60244
1946	111283	60185
1947	111342	60129
1948	111400	60072
1949	111456	60015
1950	111512	59957
1951	111570	59900
1952	111625	59842
1953	111680	59783
1954	111735	59725
1955	111792	59668
1956	111846	59609
1957	111900	59550
1958	111956	59492
1959	112013	59435
1960	112070	59378
1961	112126	59320
1962	112182	59263
1963	112238	59205
1964	112292	59146
1965	112350	59089
1966	112405	59031
1967	112460	58973
1968	112515	58914
1969	112571	58857
1970	112626	58799
1971	112686	58743
1972	112743	58685
1973	112801	58629
1974	112855	58570
1975	112910	58512
1976	112965	58454
1977	113020	58395
1978	113075	58337
1979	113130	58279
1980	113187	58222
1981	113244	58164
1982	113306	58110
1983	113388	58065
1984	113444	58008
1985	113499	57949
1986	113553	57891
1987	113610	57834
1988	113666	57776
1989	113722	57718
1990	113780	57661
1991	113836	57604
1992	113891	57546
1993	113948	57488
1994	114004	57430
1995	114060	57373
1996	114116	57315
1997	114175	57259
1998	114231	57201
1999	114286	57143
2000	114341	57085
2001	114396	57026
2002	114450	56968
2003	114505	56910
2004	114561	56852
2005	114617	56794
2006	114674	56737
2007	114729	56679
2008	114785	56621
2009	114840	56563
2010	114895	56504
2011	114955	56449
2012	115012	56391
2013	115069	56334
2014	115130	56279
2015	115205	56231
2016	115266	56175
2017	115325	56119
2018	115386	56064
2019	115444	56007
2020	115503	55951
2021	115562	55895
2022	115623	55839
2023	115682	55783
2024	115741	55727
2025	115798	55670
2026	115856	55613
2027	115913	55556
2028	115970	55499
2029	116026	55441
2030	116089	55386
2031	116148	55330
2032	116207	55274
2033	116266	55218
2034	116324	55161
2035	116382	55104
2036	116440	55047
2037	116495	54989
2038	116550	54931
2039	116607	54874
2040	116664	54816
2041	116719	54758
2042	116774	54700
2043	116830	54643
2044	116886	54585
2045	116942	54527
2046	116998	54469
2047	117054	54411
2048	117112	54355
2049	117169	54298
2050	117228	54241
2051	117283	54183
2052	117339	54125
2053	117394	54067
2054	117449	54009
2055	117504	53951
2056	117561	53894
2057	117619	53837
2058	117674	53779
2059	117729	53721
2060	117784	53663
2061	117838	53604
2062	117893	53546
2063	117948	53488
2064	118002	53429
2065	118058	53372
2066	118115	53314
2067	118169	53256
2068	118226	53199
2069	118281	53141
2070	118337	53083
2071	118391	53024
2072	118446	52966
2073	118501	52908
2074	118556	52850
2075	118611	52792
2076	118668	52735
2077	118723	52677
2078	118780	52619
2079	118835	52561
2080	118891	52504
2081	118946	52446
2082	119001	52388
2083	119057	52330
2084	119125	52278
2085	119185	52222
2086	119247	52167
2087	119302	52109
2088	119359	52051
2089	119414	51994
2090	119469	51935
2091	119525	51878
2092	119582	51820
2093	119639	51763
2094	119699	51707
2095	119755	51650
2096	119813	51593
2097	119868	51535
2098	119922	51477
2099	119977	51418
2100	120032	51360
2101	120088	51303
2102	120146	51246
2103	120202	51188
2104	120259	51131
2105	120314	51073
2106	120369	51015
2107	120425	50958
2108	120480	50899
2109	120534	50841
2110	120591	50784
2111	120649	50727
2112	120707	50670
2113	120763	50613
2114	120825	50558
2115	120880	50500
2116	120936	50442
2117	120992	50384
2118	121048	50327
2119	121106	50270
2120	121162	50213
2121	121218	50155
2122	121272	50097
2123	121328	50039
2124	121383	49981
2125	121439	49923
2126	121495	49866
2127	121551	49808
2128	121611	49752
2129	121667	49695
2130	121725	49638
2131	121781	49580
2132	121836	49522
2133	121893	49465
2134	121949	49408
2135	122003	49349
2136	122058	49291
2137	122113	49233
2138	122170	49176
2139	122226	49119
2140	122281	49061
2141	122335	49002
2142	122391	48945
2143	122445	48886
2144	122500	48828
2145	122555	48771
2146	122614	48714
2147	122669	48656
2148	122726	48599
2149	122782	48541
2150	122837	48483
2151	122891	48425
2152	122946	48367
2153	123000	48309
2154	123055	48251
2155	123116	48196
2156	123175	48139
2157	123230	48081
2158	123285	48023
2159	123341	47965
2160	123397	47908
2161	123455	47851
2162	123511	47794
2163	123565	47736
2164	123623	47679
2165	123682	47622
2166	123738	47565
2167	123793	47507
2168	123849	47449
2169	123904	47392
2170	123961	47334
2171	124017	47277
2172	124072	47219
2173	124127	47161
2174	124182	47103
2175	124237	47045
2176	124292	46987
2177	124346	46929
2178	124403	46872
2179	124460	46815
2180	124515	46757
2181	124578	46702
2182	124633	46644
2183	124690	46587
2184	124747	46530
2185	124803	46472
2186	124859	46415
2187	124914	46357
2188	124971	46300
2189	125028	46243
2190	125086	46186
2191	125143	46129
2192	125200	46072
2193	125257	46015
2194	125312	45957
2195	125367	45899
2196	125422	45841
2197	125478	45784
2198	125533	45726
2199	125590	45669
2200	125646	45611
2201	125702	45554
2202	125758	45496
2203	125813	45439
2204	125869	45381
2205	125925	45324
2206	125981	45266
2207	126042	45211
2208	126109	45157
2209	126167	45100
2210	126225	45043
2211	126283	44986
2212	126338	44929
2213	126397	44872
2214	126452	44815
2215	126508	44757
2216	126564	44700
2217	126624	44644
2218	126680	44586
2219	126736	44529
2220	126792	44471
2221	126847	44413
2222	126903	44356
2223	126960	44299
2224	127019	44242
2225	127076	44185
2226	127134	44128
2227	127190	44071
2228	127247	44014
2229	127303	43956
2230	127360	43899
2231	127415	43842
2232	127472	43784
2233	127527	43727
2234	127584	43669
2235	127640	43612
2236	127700	43556
2237	127757	43499
2238	127812	43441
2239	127867	43383
2240	127922	43325
2241	127980	43268
2242	128038	43212
2243	128097	43155
2244	128155	43098
2245	128211	43041
2246	128270	42985
2247	128326	42927
2248	128382	42870
2249	128439	42813
2250	128495	42755
2251	128555	42699
2252	128612	42642
2253	128667	42584
2254	128725	42527
2255	128780	42470
2256	128835	42412
2257	128890	42354
2258	128945	42296
2259	129004	42240
2260	129060	42183
2261	129116	42125
2262	129172	42068
2263	129228	42010
2264	129284	41953
2265	129340	41895
2266	129398	41839
2267	129454	41781
2268	129511	41724
2269	129569	41667
2270	129625	41610
2271	129681	41552
2272	129737	41495
2273	129793	41437
2274	129849	41380
2275	129905	41323
2276	129961	41265
2277	130020	41209
2278	130075	41151
2279	130131	41094
2280	130189	41037
2281	130245	40979
2282	130301	40922
2283	130356	40864
2284	130412	40807
2285	130468	40749
2286	130523	40692
2287	130583	40636
2288	130654	40583
2289	130709	40525
2290	130765	40468
2291	130821	40410
2292	130880	40354
2293	130936	40297
2294	130991	40239
2295	131049	40182
2296	131106	40125
2297	131163	40068
2298	131218	40010
2299	131273	39952
2300	131330	39895
2301	131384	39837
2302	131440	39780
2303	131497	39723
2304	131554	39666
2305	131610	39608
2306	131667	39551
2307	131723	39494
2308	131790	39440
2309	131848	39383
2310	131903	39325
2311	131960	39268
2312	132016	39211
2313	132077	39155
2314	132139	39099
2315	132197	39042
2316	132253	38985
2317	132309	38928
2318	132368	38871
2319	132423	38813
2320	132481	38756
2321	132538	38699
2322	132594	38642
2323	132649	38584
2324	132705	38527
2325	132763	38470
2326	132820	38413
2327	132875	38355
2328	132930	38298
2329	132986	38240
2330	133040	38182
2331	133129	38134
2332	133186	38077
2333	133279	38030
2334	133394	37990
2335	133483	37942
2336	133543	37885
2337	133603	37829
2338	133662	37772
2339	133718	37715
2340	133775	37658
2341	133834	37601
2342	133890	37544
2343	133946	37486
2344	134002	37429
2345	134058	37371
2346	134115	37314
2347	134173	37257
2348	134230	37200
2349	134287	37143
2350	134344	37086
2351	134402	37029
2352	134458	36971
2353	134516	36914
2354	134573	36857
2355	134631	36800
2356	134690	36744
2357	134747	36687
2358	134806	36630
2359	134863	36573
2360	134919	36515
2361	134976	36458
2362	135035	36401
2363	135093	36345
2364	135153	36288
2365	135209	36231
2366	135266	36173
2367	135325	36117
2368	135382	36060
2369	135438	36002
2370	135495	35945
2371	135555	35888
2372	135613	35832
2373	135673	35775
2374	135729	35718
2375	135787	35661
2376	135845	35604
2377	135905	35548
2378	135961	35490
2379	136020	35433
2380	136082	35377
2381	136139	35320
2382	136199	35264
2383	136257	35207
2384	136312	35149
2385	136370	35092
2386	136426	35035
2387	136483	34978
2388	136539	34920
2389	136596	34863
2390	136652	34806
2391	136711	34749
2392	136773	34693
2393	136828	34635
2394	136884	34578
2395	136939	34520
2396	136996	34463
2397	137054	34406
2398	137110	34349
2399	137166	34291
2400	137223	34234
2401	137279	34176
2402	137335	34119
2403	137393	34062
2404	137450	34005
2405	137504	33947
2406	137561	33890
2407	137617	33832
2408	137672	33775
2409	137727	33717
2410	137785	33660
2411	137838	33602
2412	137893	33544
2413	137948	33487
2414	138003	33429
2415	138060	33372
2416	138117	33315
2417	138172	33257
2418	138227	33199
2419	138282	33142
2420	138346	33086
2421	138401	33028
2422	138457	32971
2423	138513	32914
2424	138568	32856
2425	138625	32799
2426	138680	32741
2427	138736	32684
2428	138791	32626
2429	138845	32568
2430	138900	32511
2431	138956	32453
2432	139012	32396
2433	139068	32338
2434	139125	32281
2435	139184	32224
2436	139241	32167
2437	139295	32110
2438	139352	32052
2439	139407	31995
2440	139466	31938
2441	139523	31881
2442	139582	31824
2443	139640	31767
2444	139697	31710
2445	139752	31652
2446	139812	31596
2447	139869	31539
2448	139926	31481
2449	139982	31424
2450	140037	31367
2451	140096	31310
2452	140151	31252
2453	140209	31195
2454	140266	31138
2455	140322	31081
2456	140380	31024
2457	140434	30966
2458	140490	30909
2459	140546	30851
2460	140603	30794
2461	140672	30739
2462	140729	30682
2463	140785	30625
2464	140842	30568
2465	140897	30510
2466	140952	30453
2467	141010	30395
2468	141067	30338
2469	141126	30282
2470	141182	30224
2471	141241	30167
2472	141296	30110
2473	141353	30053
2474	141410	29996
2475	141466	29938
2476	141523	29881
2477	141577	29823
2478	141633	29766
2479	141687	29708
2480	141744	29651
2481	141800	29594
2482	141855	29536
2483	141909	29478
2484	141964	29421
2485	142022	29364
2486	142075	29306
2487	142131	29248
2488	142185	29191
2489	142240	29133
2490	142294	29075
2491	142351	29018
2492	142407	28961
2493	142462	28903
2494	142517	28846
2495	142573	28788
2496	142628	28731
2497	142684	28673
2498	142738	28616
2499	142793	28558
2500	142848	28501
2501	142902	28443
2502	142958	28386
2503	143015	28328
2504	143073	28272
2505	143127	28214
2506	143182	28156
2507	143238	28099
2508	143293	28041
2509	143348	27984
2510	143401	27926
2511	143456	27868
2512	143510	27811
2513	143569	27754
2514	143624	27697
2515	143679	27639
2516	143736	27582
2517	143792	27525
2518	143848	27467
2519	143904	27410
2520	143959	27352
2521	144015	27295
2522	144074	27238
2523	144129	27181
2524	144185	27124
2525	144240	27066
2526	144295	27009
2527	144350	26951
2528	144406	26894
2529	144461	26836
2530	144517	26779
2531	144572	26721
2532	144627	26664
2533	144684	26607
2534	144739	26549
2535	144794	26492
2536	144849	26434
2537	144905	26377
2538	144960	26320
2539	145016	26262
2540	145075	26206
2541	145133	26149
2542	145190	26091
2543	145248	26035
2544	145303	25977
2545	145357	25920
2546	145411	25862
2547	145466	25804
2548	145521	25747
2549	145578	25690
2550	145634	25633
2551	145690	25575
2552	145745	25518
2553	145799	25460
2554	145855	25403
2555	145911	25346
2556	145967	25288
2557	146035	25233
2558	146101	25178
2559	146159	25121
2560	146217	25064
2561	146275	25007
2562	146332	24950
2563	146388	24892
2564	146444	24835
2565	146500	24778
2566	146556	24721
2567	146614	24664
2568	146669	24606
2569	146725	24549
2570	146779	24491
2571	146834	24434
2572	146889	24376
2573	146945	24319
2574	147001	24262
2575	147059	24205
2576	147117	24148
2577	147171	24090
2578	147226	24033
2579	147282	23976
2580	147340	23919
2581	147396	23862
2582	147451	23804
2583	147508	23747
2584	147563	23690
2585	147619	23632
2586	147673	23575
2587	147729	23518
2588	147785	23460
2589	147839	23403
2590	147893	23345
2591	147950	23288
2592	148007	23231
2593	148063	23174
2594	148118	23116
2595	148172	23059
2596	148227	23001
2597	148284	22944
2598	148339	22887
2599	148394	22829
2600	148449	22772
2601	148503	22715
2602	148561	22658
2603	148617	22600
2604	148671	22543
2605	148727	22486
2606	148782	22428
2607	148837	22371
2608	148892	22313
2609	148948	22256
2610	149003	22199
2611	149059	22142
2612	149115	22084
2613	149169	22027
2614	149224	21970
2615	149281	21912
2616	149338	21855
2617	149393	21798
2618	149449	21741
2619	149504	21683
2620	149562	21626
2621	149618	21569
2622	149674	21512
2623	149738	21456
2624	149793	21399
2625	149848	21341
2626	149905	21284
2627	149960	21227
2628	150018	21170
2629	150074	21113
2630	150131	21056
2631	150187	20998
2632	150242	20941
2633	150297	20884
2634	150353	20826
2635	150408	20769
2636	150465	20712
2637	150521	20655
2638	150581	20598
2639	150636	20541
2640	150693	20484
2641	150748	20426
2642	150804	20369
2643	150860	20312
2644	150916	20255
2645	150972	20198
2646	151029	20141
2647	151085	20083
2648	151141	20026
2649	151196	19969
2650	151252	19912
2651	151310	19855
2652	151366	19797
2653	151421	19740
2654	151478	19683
2655	151535	19626
2656	151600	19570
2657	151659	19513
2658	151715	19456
2659	151770	19399
2660	151827	19342
2661	151883	19284
2662	151939	19227
2663	151997	19170
2664	152054	19113
2665	152110	19056
2666	152167	18999
2667	152225	18942
2668	152282	18885
2669	152341	18828
2670	152397	18771
2671	152456	18714
2672	152511	18657
2673	152568	18600
2674	152625	18543
2675	152681	18486
2676	152736	18428
2677	152791	18371
2678	152849	18314
2679	152904	18257
2680	152961	18200
2681	153020	18143
2682	153078	18086
2683	153133	18029
2684	153194	17972
2685	153250	17915
2686	153321	17859
2687	153404	17805
2688	153461	17748
2689	153519	17691
2690	153576	17634
2691	153633	17577
2692	153689	17520
2693	153746	17463
2694	153802	17406
2695	153859	17349
2696	153918	17292
2697	153976	17235
2698	154033	17178
2699	154089	17121
2700	154144	17063
2701	154199	17006
2702	154254	16949
2703	154313	16892
2704	154371	16835
2705	154427	16778
2706	154484	16721
2707	154543	16664
2708	154613	16608
2709	154670	16551
2710	154726	16494
2711	154782	16437
2712	154838	16379
2713	154894	16322
2714	154950	16265
2715	155006	16208
2716	155064	16151
2717	155120	16094
2718	155177	16037
2719	155232	15979
2720	155290	15922
2721	155345	15865
2722	155403	15808
2723	155458	15751
2724	155515	15694
2725	155572	15637
2726	155628	15579
2727	155683	15522
2728	155741	15465
2729	155798	15408
2730	155855	15351
2731	155914	15294
2732	155976	15238
2733	156035	15181
2734	156090	15123
2735	156146	15066
2736	156203	15009
2737	156259	14952
2738	156316	14895
2739	156372	14838
2740	156429	14781
2741	156486	14724
2742	156544	14667
2743	156601	14610
2744	156662	14553
2745	156718	14496
2746	156776	14439
2747	156831	14381
2748	156888	14324
2749	156947	14267
2750	157002	14210
2751	157059	14153
2752	157115	14096
2753	157171	14039
2754	157229	13982
2755	157285	13925
2756	157343	13868
2757	157401	13811
2758	157457	13753
2759	157514	13696
2760	157572	13639
2761	157629	13582
2762	157684	13525
2763	157740	13468
2764	157796	13411
2765	157853	13354
2766	157909	13297
2767	157964	13239
2768	158020	13182
2769	158077	13125
2770	158133	13068
2771	158188	13011
2772	158246	12954
2773	158306	12897
2774	158364	12840
2775	158420	12783
2776	158477	12726
2777	158535	12669
2778	158592	12612
2779	158648	12554
2780	158704	12497
2781	158759	12440
2782	158816	12383
2783	158871	12326
2784	158926	12269
2785	158981	12211
2786	159037	12154
2787	159092	12097
2788	159145	12040
2789	159201	11982
2790	159255	11925
2791	159311	11868
2792	159367	11811
2793	159426	11754
2794	159481	11697
2795	159537	11640
2796	159600	11583
2797	159657	11526
2798	159715	11469
2799	159770	11412
2800	159829	11355
2801	159887	11298
2802	159944	11241
2803	160000	11184
2804	160059	11127
2805	160116	11070
2806	160173	11012
2807	160229	10955
2808	160287	10898
2809	160343	10841
2810	160401	10784
2811	160458	10727
2812	160514	10670
2813	160571	10613
2814	160627	10556
2815	160684	10499
2816	160742	10442
2817	160797	10385
2818	160853	10327
2819	160908	10270
2820	160963	10213
2821	161021	10156
2822	161078	10099
2823	161134	10042
2824	161191	9985
2825	161248	9928
2826	161306	9871
2827	161363	9814
2828	161419	9757
2829	161477	9700
2830	161533	9642
2831	161588	9585
2832	161645	9528
2833	161700	9471
2834	161756	9414
2835	161816	9357
2836	161873	9300
2837	161929	9243
2838	161987	9186
2839	162041	9129
2840	162097	9071
2841	162151	9014
2842	162208	8957
2843	162265	8900
2844	162320	8843
2845	162375	8786
2846	162434	8729
2847	162490	8672
2848	162546	8615
2849	162602	8558
2850	162657	8500
2851	162713	8443
2852	162768	8386
2853	162822	8329
2854	162880	8272
2855	162935	8215
2856	162990	8158
2857	163046	8101
2858	163103	8043
2859	163159	7986
2860	163214	7929
2861	163270	7872
2862	163327	7815
2863	163382	7758
2864	163439	7701
2865	163494	7644
2866	163551	7587
2867	163608	7530
2868	163665	7473
2869	163719	7415
2870	163777	7358
2871	163833	7301
2872	163888	7244
2873	163945	7187
2874	164003	7130
2875	164059	7073
2876	164114	7016
2877	164170	6959
2878	164227	6902
2879	164282	6845
2880	164338	6788
2881	164394	6730
2882	164451	6673
2883	164509	6616
2884	164565	6559
2885	164621	6502
2886	164676	6445
2887	164733	6388
2888	164788	6331
2889	164844	6274
2890	164904	6217
2891	164960	6160
2892	165017	6103
2893	165076	6046
2894	165132	5989
2895	165189	5932
2896	165245	5875
2897	165300	5818
2898	165357	5760
2899	165414	5703
2900	165473	5646
2901	165529	5589
2902	165586	5532
2903	165644	5475
2904	165701	5418
2905	165757	5361
2906	165814	5304
2907	165871	5247
2908	165936	5190
2909	165993	5133
2910	166053	5076
2911	166111	5019
2912	166168	4962
2913	166224	4905
2914	166285	4848
2915	166340	4791
2916	166399	4734
2917	166454	4677
2918	166511	4620
2919	166570	4563
2920	166627	4506
2921	166685	4449
2922	166740	4392
2923	166797	4335
2924	166853	4278
2925	166908	4221
2926	166965	4164
2927	167021	4107
2928	167076	4049
2929	167131	3992
2930	167188	3935
2931	167243	3878
2932	167302	3821
2933	167357	3764
2934	167411	3707
2935	167466	3650
2936	167522	3593
2937	167576	3536
2938	167630	3479
2939	167685	3422
2940	167741	3365
2941	167797	3308
2942	167854	3251
2943	167913	3194
2944	167970	3136
2945	168025	3079
2946	168080	3022
2947	168134	2965
2948	168188	2908
2949	168244	2851
2950	168301	2794
2951	168357	2737
2952	168412	2680
2953	168468	2623
2954	168526	2566
2955	168585	2509
2956	168641	2452
2957	168699	2395
2958	168755	2338
2959	168810	2281
2960	168866	2224
2961	168922	2167
2962	168979	2110
2963	169034	2053
2964	169088	1995
2965	169145	1938
2966	169203	1881
2967	169258	1824
2968	169314	1767
2969	169370	1710
2970	169426	1653
2971	169483	1596
2972	169543	1539
2973	169600	1482
2974	169657	1425
2975	169713	1368
2976	169771	1311
2977	169826	1254
2978	169884	1197
2979	169943	1140
2980	170000	1083
2981	170056	1026
2982	170112	969
2983	170168	912
2984	170224	855
2985	170280	798
2986	170336	741
2987	170392	684
2988	170449	627
2989	170506	570
2990	170563	513
2991	170622	456
2992	170678	399
2993	170736	342
2994	170792	285
2995	170848	228
2996	170905	171
2997	170961	114
2998	171022	57
2999	171078	0
