iter	Passed	Remaining
373	21326	149744
374	21382	149675
375	21439	149618
376	21496	149561
377	21557	149535
378	21614	149473
379	21672	149423
380	21726	149347
381	21781	149276
382	21837	149212
383	21891	149138
384	21945	149058
385	22003	149007
386	22059	148944
387	22122	148929
388	22177	148856
389	22231	148781
390	22286	148710
391	22341	148638
392	22398	148582
393	22453	148513
394	22510	148454
395	22564	148380
396	22619	148310
397	22674	148241
398	22730	148177
399	22785	148108
400	22840	148037
401	22894	147962
402	22953	147915
403	23008	147844
404	23063	147778
405	23119	147716
406	23174	147642
407	23231	147586
408	23288	147533
409	23343	147464
410	23402	147419
411	23458	147353
412	23512	147283
413	23570	147227
414	23625	147160
415	23680	147090
416	23738	147042
417	23794	146979
418	23849	146907
419	23906	146851
420	23961	146788
421	24020	146739
422	24074	146664
423	24129	146598
424	24215	146714
425	24276	146682
426	24374	146873
427	24493	147191
428	24569	147242
429	24629	147202
430	24689	147162
431	24744	147093
432	24801	147034
433	24861	146989
434	24917	146929
435	24974	146866
436	25029	146798
437	25084	146727
438	25139	146656
439	25195	146591
440	25252	146533
441	25308	146468
442	25369	146435
443	25426	146373
444	25486	146332
445	25542	146267
446	25598	146205
447	25654	146140
448	25710	146072
449	25795	146176
450	25853	146121
451	25908	146049
452	25964	145986
453	26024	145942
454	26084	145898
455	26142	145845
456	26198	145782
457	26255	145723
458	26311	145657
459	26369	145606
460	26432	145577
461	26502	145594
462	26565	145564
463	26626	145527
464	26683	145468
465	26738	145398
466	26796	145346
467	26853	145285
468	26911	145232
469	26972	145190
470	27027	145122
471	27085	145065
472	27142	145010
473	27200	144956
474	27257	144895
475	27313	144830
476	27369	144766
477	27426	144704
478	27483	144645
479	27542	144598
480	27600	144543
481	27656	144480
482	27712	144417
483	27768	144349
484	27827	144302
485	27883	144238
486	27940	144176
487	28004	144152
488	28060	144091
489	28117	144028
490	28176	143981
491	28233	143923
492	28292	143870
493	28349	143811
494	28406	143751
495	28462	143687
496	28518	143623
497	28574	143558
498	28630	143494
499	28686	143430
500	28741	143364
501	28798	143301
502	28859	143263
503	28915	143200
504	28971	143135
505	29027	143073
506	29083	143008
507	29138	142940
508	29197	142888
509	29253	142825
510	29308	142758
511	29367	142706
512	29424	142650
513	29481	142589
514	29537	142526
515	29593	142459
516	29649	142397
517	29710	142356
518	29766	142294
519	29821	142225
520	29877	142163
521	29933	142096
522	29991	142042
523	30077	142123
524	30134	142061
525	30191	142004
526	30247	141937
527	30304	141882
528	30361	141818
529	30416	141752
530	30473	141694
531	30530	141635
532	30588	141577
533	30644	141514
534	30700	141450
535	30757	141390
536	30814	141334
537	30871	141273
538	30928	141215
539	30985	141153
540	31040	141088
541	31095	141021
542	31152	140962
543	31210	140906
544	31265	140837
545	31323	140782
546	31379	140722
547	31438	140667
548	31496	140617
549	31553	140554
550	31610	140497
551	31666	140434
552	31722	140372
553	31777	140305
554	31833	140238
555	31891	140183
556	31946	140117
557	32003	140056
558	32060	139999
559	32118	139943
560	32174	139880
561	32230	139817
562	32286	139756
563	32341	139687
564	32399	139633
565	32459	139587
566	32516	139528
567	32572	139466
568	32629	139404
569	32684	139340
570	32743	139289
571	32801	139232
572	32857	139172
573	32914	139111
574	32971	139053
575	33029	139000
576	33086	138938
577	33142	138875
578	33197	138808
579	33255	138754
580	33310	138690
581	33367	138629
582	33423	138567
583	33479	138503
584	33536	138444
585	33593	138388
586	33650	138326
587	33705	138260
588	33762	138202
589	33817	138134
590	33871	138065
591	33928	138008
592	33988	137960
593	34044	137898
594	34103	137848
595	34158	137781
596	34216	137726
597	34275	137673
598	34331	137611
599	34392	137568
600	34448	137505
601	34503	137442
602	34560	137382
603	34615	137316
604	34675	137270
605	34730	137204
606	34789	137150
607	34849	137107
608	34905	137042
609	34961	136981
610	35017	136916
611	35072	136852
612	35129	136793
613	35185	136732
614	35241	136668
615	35297	136604
616	35353	136544
617	35411	136487
618	35468	136430
619	35524	136366
620	35579	136303
621	35636	136242
622	35691	136175
623	35746	136110
624	35803	136051
625	35859	135989
626	35915	135927
627	35973	135874
628	36034	135830
629	36091	135773
630	36149	135719
631	36207	135662
632	36263	135600
633	36320	135541
634	36378	135489
635	36434	135427
636	36491	135366
637	36548	135308
638	36604	135246
639	36659	135182
640	36715	135119
641	36773	135063
642	36828	135000
643	36887	134950
644	36944	134889
645	37000	134828
646	37057	134768
647	37111	134701
648	37166	134637
649	37220	134568
650	37275	134502
651	37331	134438
652	37387	134377
653	37442	134311
654	37500	134258
655	37556	134195
656	37610	134127
657	37667	134067
658	37722	134003
659	37776	133934
660	37832	133872
661	37886	133806
662	37943	133745
663	37998	133682
664	38056	133625
665	38113	133568
666	38168	133504
667	38234	133475
668	38290	133414
669	38345	133351
670	38402	133293
671	38461	133240
672	38516	133176
673	38572	133113
674	38627	133049
675	38681	132981
676	38740	132932
677	38796	132869
678	38853	132809
679	38907	132743
680	38962	132679
681	39019	132619
682	39076	132561
683	39132	132500
684	39188	132439
685	39243	132376
686	39300	132318
687	39355	132254
688	39410	132187
689	39464	132120
690	39522	132066
691	39578	132003
692	39633	131940
693	39688	131874
694	39743	131810
695	39798	131746
696	39852	131680
697	39908	131619
698	39964	131557
699	40021	131500
700	40079	131444
701	40136	131386
702	40202	131357
703	40256	131292
704	40313	131234
705	40372	131182
706	40430	131128
707	40485	131063
708	40541	131002
709	40597	130940
710	40652	130877
711	40708	130815
712	40763	130752
713	40819	130691
714	40875	130629
715	40931	130567
716	40986	130506
717	41042	130445
718	41101	130393
719	41159	130338
720	41216	130280
721	41274	130226
722	41333	130175
723	41393	130127
724	41451	130072
725	41508	130012
726	41568	129964
727	41624	129904
728	41681	129846
729	41736	129783
730	41792	129721
731	41847	129657
732	41903	129596
733	41957	129530
734	42016	129479
735	42074	129424
736	42129	129360
737	42183	129295
738	42237	129228
739	42293	129165
740	42348	129103
741	42406	129049
742	42461	128984
743	42516	128921
744	42572	128859
745	42626	128793
746	42683	128736
747	42737	128670
748	42796	128618
749	42851	128553
750	42907	128493
751	42962	128429
752	43016	128363
753	43071	128301
754	43130	128249
755	43185	128186
756	43240	128122
757	43295	128059
758	43349	127993
759	43404	127930
760	43460	127867
761	43515	127805
762	43570	127741
763	43624	127677
764	43680	127615
765	43739	127564
766	43794	127500
767	43849	127438
768	43905	127375
769	43958	127309
770	44016	127253
771	44073	127195
772	44129	127135
773	44183	127069
774	44238	127006
775	44296	126951
776	44350	126887
777	44404	126821
778	44462	126766
779	44532	126747
780	44607	126740
781	44662	126678
782	44717	126614
783	44773	126552
784	44829	126493
785	44885	126433
786	44947	126388
787	45001	126325
788	45057	126264
789	45114	126207
790	45175	126159
791	45230	126098
792	45286	126037
793	45342	125977
794	45399	125918
795	45455	125859
796	45513	125803
797	45567	125739
798	45623	125677
799	45678	125615
800	45733	125553
801	45789	125494
802	45846	125434
803	45901	125371
804	45959	125318
805	46016	125261
806	46073	125202
807	46127	125138
808	46187	125089
809	46243	125029
810	46300	124972
811	46359	124919
812	46416	124863
813	46474	124807
814	46532	124753
815	46589	124695
816	46644	124632
817	46701	124574
818	46756	124512
819	46812	124451
820	46868	124392
821	46924	124333
822	46979	124270
823	47034	124208
824	47090	124146
825	47145	124085
826	47201	124025
827	47256	123963
828	47311	123898
829	47369	123846
830	47425	123784
831	47482	123727
832	47538	123667
833	47593	123605
834	47648	123543
835	47703	123480
836	47759	123422
837	47815	123362
838	47869	123298
839	47926	123239
840	47983	123181
841	48041	123126
842	48096	123066
843	48152	123005
844	48208	122944
845	48268	122896
846	48324	122835
847	48379	122773
848	48436	122717
849	48491	122655
850	48547	122595
851	48602	122532
852	48657	122470
853	48713	122410
854	48768	122349
855	48823	122285
856	48878	122225
857	48934	122165
858	48989	122102
859	49044	122040
860	49100	121981
861	49161	121934
862	49220	121881
863	49276	121822
864	49335	121770
865	49401	121735
866	49459	121680
867	49515	121620
868	49571	121560
869	49626	121498
870	49682	121440
871	49739	121383
872	49796	121325
873	49852	121264
874	49907	121205
875	49965	121148
876	50022	121091
877	50079	121033
878	50137	120979
879	50193	120921
880	50250	120864
881	50307	120806
882	50366	120755
883	50427	120706
884	50483	120647
885	50548	120610
886	50606	120553
887	50662	120495
888	50719	120437
889	50777	120382
890	50834	120325
891	50891	120269
892	50950	120214
893	51007	120158
894	51064	120101
895	51120	120042
896	51180	119990
897	51238	119936
898	51298	119886
899	51363	119848
900	51420	119791
901	51476	119730
902	51531	119669
903	51589	119615
904	51648	119562
905	51706	119507
906	51763	119449
907	51818	119388
908	51876	119332
909	51932	119274
910	51990	119218
911	52046	119160
912	52106	119108
913	52163	119050
914	52220	118993
915	52275	118933
916	52337	118885
917	52400	118843
918	52457	118786
919	52518	118736
920	52575	118680
921	52666	118700
922	52723	118642
923	52781	118587
924	52836	118525
925	52896	118475
926	52952	118415
927	53008	118354
928	53065	118297
929	53121	118239
930	53178	118180
931	53234	118120
932	53290	118062
933	53346	118002
934	53402	117943
935	53458	117882
936	53514	117822
937	53570	117763
938	53628	117709
939	53686	117653
940	53742	117592
941	53798	117533
942	53855	117475
943	53912	117419
944	53968	117359
945	54023	117299
946	54079	117239
947	54134	117177
948	54193	117125
949	54251	117068
950	54306	117007
951	54362	116947
952	54417	116887
953	54476	116832
954	54534	116777
955	54591	116721
956	54648	116662
957	54702	116600
958	54759	116541
959	54814	116481
960	54872	116426
961	54928	116365
962	54985	116309
963	55044	116255
964	55100	116196
965	55155	116135
966	55211	116074
967	55267	116016
968	55328	115967
969	55384	115908
970	55441	115850
971	55503	115804
972	55559	115743
973	55614	115683
974	55671	115626
975	55729	115570
976	55785	115509
977	55841	115452
978	55898	115394
979	55954	115334
980	56011	115277
981	56070	115223
982	56131	115174
983	56187	115115
984	56243	115056
985	56299	114997
986	56357	114942
987	56413	114883
988	56471	114826
989	56526	114766
990	56582	114706
991	56640	114651
992	56696	114592
993	56759	114546
994	56814	114486
995	56870	114425
996	56929	114372
997	56984	114311
998	57043	114259
999	57100	114200
1000	57161	114151
1001	57220	114098
1002	57280	114046
1003	57339	113993
1004	57395	113933
1005	57452	113876
1006	57510	113822
1007	57566	113763
1008	57621	113701
1009	57677	113641
1010	57734	113584
1011	57794	113532
1012	57851	113475
1013	57908	113418
1014	57964	113359
1015	58022	113303
1016	58077	113241
1017	58133	113182
1018	58189	113124
1019	58246	113067
1020	58303	113008
1021	58359	112951
1022	58416	112893
1023	58473	112835
1024	58528	112775
1025	58583	112713
1026	58638	112652
1027	58693	112590
1028	58750	112533
1029	58806	112475
1030	58862	112415
1031	58920	112360
1032	58977	112302
1033	59034	112244
1034	59088	112182
1035	59146	112126
1036	59201	112066
1037	59256	112005
1038	59312	111946
1039	59370	111890
1040	59426	111831
1041	59484	111776
1042	59541	111719
1043	59597	111659
1044	59654	111603
1045	59711	111545
1046	59766	111484
1047	59823	111426
1048	59881	111371
1049	59936	111310
1050	59992	111251
1051	60048	111191
1052	60104	111133
1053	60160	111074
1054	60218	111018
1055	60274	110959
1056	60330	110900
1057	60386	110841
1058	60443	110785
1059	60499	110725
1060	60555	110667
1061	60612	110608
1062	60669	110551
1063	60724	110491
1064	60780	110432
1065	60834	110370
1066	60891	110311
1067	60947	110252
1068	61005	110198
1069	61062	110140
1070	61153	110144
1071	61236	110134
1072	61342	110164
1073	61460	110217
1074	61517	110158
1075	61572	110098
1076	61628	110039
1077	61684	109979
1078	61740	109919
1079	61795	109859
1080	61851	109799
1081	61909	109744
1082	61964	109683
1083	62021	109625
1084	62077	109565
1085	62132	109504
1086	62187	109443
1087	62242	109382
1088	62298	109322
1089	62356	109267
1090	62412	109206
1091	62468	109147
1092	62522	109085
1093	62576	109023
1094	62633	108965
1095	62690	108906
1096	62744	108845
1097	62799	108783
1098	62854	108722
1099	62909	108661
1100	62979	108626
1101	63034	108566
1102	63090	108506
1103	63146	108447
1104	63202	108387
1105	63259	108329
1106	63317	108273
1107	63373	108215
1108	63428	108154
1109	63487	108099
1110	63541	108037
1111	63599	107981
1112	63656	107924
1113	63714	107869
1114	63772	107812
1115	63828	107753
1116	63883	107693
1117	63939	107632
1118	63996	107575
1119	64051	107515
1120	64105	107453
1121	64161	107393
1122	64216	107333
1123	64272	107273
1124	64329	107215
1125	64385	107156
1126	64440	107096
1127	64497	107037
1128	64553	106979
1129	64609	106919
1130	64664	106858
1131	64723	106805
1132	64779	106746
1133	64837	106690
1134	64896	106635
1135	64952	106577
1136	65009	106519
1137	65065	106459
1138	65121	106400
1139	65179	106346
1140	65235	106285
1141	65294	106232
1142	65351	106175
1143	65408	106117
1144	65465	106059
1145	65520	105999
1146	65576	105940
1147	65635	105885
1148	65691	105827
1149	65748	105768
1150	65803	105708
1151	65858	105648
1152	65918	105595
1153	65975	105538
1154	66032	105480
1155	66088	105421
1156	66145	105363
1157	66200	105303
1158	66266	105260
1159	66324	105203
1160	66384	105151
1161	66441	105094
1162	66501	105040
1163	66558	104984
1164	66618	104931
1165	66676	104875
1166	66733	104817
1167	66793	104764
1168	66848	104705
1169	66904	104645
1170	66960	104586
1171	67020	104534
1172	67076	104474
1173	67131	104414
1174	67188	104356
1175	67243	104295
1176	67298	104235
1177	67355	104177
1178	67412	104121
1179	67467	104059
1180	67523	104000
1181	67581	103945
1182	67637	103886
1183	67692	103824
1184	67749	103768
1185	67806	103711
1186	67863	103653
1187	67919	103593
1188	67973	103532
1189	68029	103473
1190	68084	103413
1191	68139	103352
1192	68194	103292
1193	68254	103239
1194	68310	103180
1195	68366	103121
1196	68421	103061
1197	68476	103000
1198	68534	102944
1199	68590	102885
1200	68644	102824
1201	68699	102763
1202	68755	102704
1203	68811	102645
1204	68866	102585
1205	68921	102525
1206	68978	102467
1207	69033	102407
1208	69088	102346
1209	69142	102285
1210	69200	102228
1211	69257	102171
1212	69313	102112
1213	69368	102053
1214	69423	101992
1215	69478	101932
1216	69532	101871
1217	69588	101811
1218	69643	101752
1219	69699	101693
1220	69757	101636
1221	69813	101578
1222	69869	101519
1223	69925	101459
1224	69980	101401
1225	70037	101342
1226	70096	101288
1227	70152	101229
1228	70208	101170
1229	70264	101111
1230	70320	101053
1231	70375	100993
1232	70431	100934
1233	70488	100877
1234	70545	100819
1235	70603	100763
1236	70660	100706
1237	70717	100649
1238	70773	100590
1239	70830	100534
1240	70886	100474
1241	70941	100414
1242	70997	100355
1243	71054	100298
1244	71112	100242
1245	71170	100186
1246	71225	100127
1247	71282	100069
1248	71339	100012
1249	71394	99952
1250	71449	99892
1251	71504	99832
1252	71560	99772
1253	71618	99717
1254	71674	99659
1255	71731	99601
1256	71787	99543
1257	71852	99496
1258	71909	99439
1259	71966	99381
1260	72021	99321
1261	72076	99261
1262	72132	99204
1263	72187	99144
1264	72245	99087
1265	72303	99031
1266	72361	98975
1267	72419	98920
1268	72484	98873
1269	72538	98812
1270	72594	98753
1271	72650	98694
1272	72706	98636
1273	72760	98575
1274	72817	98518
1275	72879	98467
1276	72938	98412
1277	72994	98354
1278	73049	98294
1279	73105	98235
1280	73160	98175
1281	73217	98117
1282	73274	98061
1283	73331	98003
1284	73385	97943
1285	73441	97884
1286	73497	97825
1287	73552	97765
1288	73608	97706
1289	73663	97646
1290	73720	97589
1291	73775	97530
1292	73835	97476
1293	73891	97418
1294	73950	97363
1295	74006	97304
1296	74062	97245
1297	74117	97186
1298	74172	97126
1299	74229	97069
1300	74285	97010
1301	74340	96951
1302	74397	96893
1303	74452	96833
1304	74509	96776
1305	74564	96716
1306	74619	96657
1307	74676	96599
1308	74733	96543
1309	74791	96486
1310	74850	96432
1311	74907	96374
1312	74965	96318
1313	75022	96262
1314	75079	96204
1315	75147	96161
1316	75204	96104
1317	75262	96047
1318	75319	95991
1319	75378	95936
1320	75435	95878
1321	75492	95821
1322	75551	95766
1323	75609	95711
1324	75665	95652
1325	75721	95594
1326	75780	95538
1327	75837	95481
1328	75892	95422
1329	75947	95362
1330	76004	95305
1331	76078	95269
1332	76137	95214
1333	76196	95159
1334	76254	95104
1335	76318	95055
1336	76386	95011
1337	76444	94955
1338	76501	94898
1339	76557	94839
1340	76611	94779
1341	76667	94720
1342	76723	94661
1343	76778	94602
1344	76838	94547
1345	76893	94489
1346	76950	94430
1347	77005	94372
1348	77064	94316
1349	77118	94256
1350	77173	94196
1351	77231	94139
1352	77287	94081
1353	77342	94022
1354	77398	93963
1355	77456	93907
1356	77517	93854
1357	77574	93797
1358	77634	93744
1359	77692	93688
1360	77750	93631
1361	77806	93573
1362	77863	93515
1363	77919	93458
1364	77978	93403
1365	78034	93344
1366	78094	93290
1367	78150	93231
1368	78205	93172
1369	78261	93114
1370	78321	93059
1371	78378	93003
1372	78438	92949
1373	78494	92890
1374	78551	92833
1375	78607	92774
1376	78663	92716
1377	78719	92658
1378	78776	92601
1379	78836	92546
1380	78892	92488
1381	78949	92431
1382	79006	92374
1383	79061	92315
1384	79119	92257
1385	79176	92200
1386	79231	92142
1387	79287	92082
1388	79342	92023
1389	79398	91965
1390	79455	91908
1391	79512	91850
1392	79569	91792
1393	79626	91735
1394	79685	91680
1395	79744	91626
1396	79806	91574
1397	79862	91516
1398	79918	91457
1399	79974	91399
1400	80031	91342
1401	80086	91282
1402	80144	91225
1403	80199	91166
1404	80254	91107
1405	80310	91048
1406	80366	90991
1407	80422	90932
1408	80479	90874
1409	80537	90818
1410	80596	90763
1411	80650	90703
1412	80706	90645
1413	80763	90587
1414	80821	90531
1415	80877	90472
1416	80933	90415
1417	80990	90357
1418	81046	90299
1419	81105	90244
1420	81178	90204
1421	81235	90147
1422	81290	90088
1423	81349	90032
1424	81405	89974
1425	81463	89918
1426	81519	89860
1427	81574	89800
1428	81631	89742
1429	81685	89682
1430	81743	89626
1431	81802	89571
1432	81860	89514
1433	81919	89459
1434	81974	89400
1435	82028	89340
1436	82084	89281
1437	82139	89222
1438	82194	89162
1439	82250	89105
1440	82307	89047
1441	82369	88995
1442	82455	88969
1443	82511	88911
1444	82568	88853
1445	82625	88796
1446	82680	88737
1447	82736	88678
1448	82792	88620
1449	82848	88562
1450	82904	88504
1451	82959	88444
1452	83015	88385
1453	83071	88327
1454	83127	88269
1455	83183	88211
1456	83242	88156
1457	83299	88098
1458	83355	88040
1459	83412	87982
1460	83468	87924
1461	83523	87865
1462	83580	87807
1463	83634	87748
1464	83690	87689
1465	83744	87628
1466	83799	87569
1467	83855	87511
1468	83912	87453
1469	83968	87395
1470	84023	87336
1471	84079	87278
1472	84133	87218
1473	84188	87158
1474	84245	87101
1475	84301	87043
1476	84356	86983
1477	84411	86924
1478	84468	86867
1479	84523	86807
1480	84577	86747
1481	84631	86687
1482	84688	86629
1483	84744	86572
1484	84803	86516
1485	84858	86457
1486	84914	86399
1487	84969	86340
1488	85025	86281
1489	85082	86224
1490	85140	86168
1491	85197	86111
1492	85253	86052
1493	85310	85995
1494	85365	85936
1495	85421	85878
1496	85476	85818
1497	85531	85760
1498	85587	85701
1499	85643	85643
1500	85698	85584
1501	85753	85525
1502	85808	85465
1503	85863	85406
1504	85918	85347
1505	85975	85290
1506	86031	85232
1507	86090	85177
1508	86151	85124
1509	86215	85073
1510	86282	85026
1511	86343	84972
1512	86400	84916
1513	86459	84860
1514	86517	84804
1515	86574	84747
1516	86632	84691
1517	86690	84634
1518	86747	84577
1519	86804	84519
1520	86862	84463
1521	86926	84413
1522	86983	84356
1523	87039	84298
1524	87095	84240
1525	87155	84185
1526	87214	84130
1527	87271	84073
1528	87328	84016
1529	87384	83957
1530	87440	83899
1531	87497	83841
1532	87553	83784
1533	87609	83725
1534	87664	83666
1535	87723	83611
1536	87781	83554
1537	87837	83497
1538	87895	83440
1539	87952	83383
1540	88008	83324
1541	88063	83265
1542	88118	83207
1543	88173	83148
1544	88228	83089
1545	88287	83033
1546	88345	82977
1547	88402	82920
1548	88456	82860
1549	88511	82801
1550	88567	82742
1551	88622	82683
1552	88677	82625
1553	88733	82566
1554	88789	82508
1555	88844	82449
1556	88899	82390
1557	88955	82332
1558	89011	82273
1559	89068	82216
1560	89124	82158
1561	89183	82103
1562	89242	82048
1563	89297	81989
1564	89353	81930
1565	89409	81872
1566	89467	81816
1567	89525	81760
1568	89580	81701
1569	89638	81645
1570	89696	81588
1571	89753	81531
1572	89809	81473
1573	89872	81422
1574	89931	81366
1575	89988	81309
1576	90046	81252
1577	90102	81194
1578	90159	81138
1579	90220	81084
1580	90276	81026
1581	90332	80967
1582	90388	80910
1583	90445	80852
1584	90502	80795
1585	90562	80741
1586	90622	80686
1587	90678	80628
1588	90737	80573
1589	90795	80516
1590	90860	80466
1591	90917	80409
1592	90974	80352
1593	91034	80297
1594	91092	80241
1595	91148	80183
1596	91207	80127
1597	91268	80073
1598	91324	80016
1599	91382	79959
1600	91437	79900
1601	91493	79842
1602	91549	79784
1603	91604	79725
1604	91660	79667
1605	91715	79608
1606	91772	79551
1607	91828	79493
1608	91884	79435
1609	91941	79377
1610	91994	79317
1611	92051	79260
1612	92110	79204
1613	92168	79148
1614	92224	79089
1615	92279	79031
1616	92336	78974
1617	92390	78914
1618	92445	78855
1619	92501	78797
1620	92556	78738
1621	92612	78680
1622	92667	78622
1623	92723	78563
1624	92779	78505
1625	92835	78448
1626	92891	78389
1627	92946	78330
1628	93001	78272
1629	93055	78212
1630	93113	78156
1631	93169	78097
1632	93226	78040
1633	93282	77982
1634	93336	77923
1635	93392	77865
1636	93447	77806
1637	93502	77747
1638	93558	77689
1639	93614	77631
1640	93669	77572
1641	93727	77516
1642	93783	77458
1643	93837	77398
1644	93895	77342
1645	93951	77284
1646	94006	77225
1647	94061	77166
1648	94117	77109
1649	94175	77052
1650	94231	76994
1651	94288	76937
1652	94344	76879
1653	94399	76821
1654	94457	76764
1655	94514	76707
1656	94571	76650
1657	94628	76592
1658	94684	76535
1659	94740	76477
1660	94796	76419
1661	94862	76369
1662	94918	76311
1663	94974	76253
1664	95029	76194
